class name;;Method name;;number of detected pattern
java.net.SocksSocketImpl;;readSocksReply;;1
java.net.SocksSocketImpl;;authenticate;;2
java.net.SocksSocketImpl;;connectV4;;3
java.net.SocksSocketImpl;;bindV4;;3
java.net.SocksSocketImpl;;socksBind;;1
java.net.SocksSocketImpl;;acceptFrom;;1
java.net.SocksSocketImpl;;access$000;;1
java.net.SocksSocketImpl;;access$102;;1
java.net.SocksSocketImpl;;access$202;;1
java.net.SocksSocketImpl;;access$300;;1
java.net.SocksSocketImpl;;access$400;;1
java.net.SocksSocketImpl;;access$502;;1
java.net.SocksSocketImpl;;access$500;;1
java.net.URLClassLoader;;defineClass;;2
java.net.URLClassLoader;;definePackage;;2
java.net.URLClassLoader;;isSealed;;2
java.net.URLClassLoader;;getPermissions;;1
java.net.URLClassLoader;;access$000;;1
java.net.URLClassLoader;;access$100;;1
java.net.URLClassLoader;;access$200;;1
java.net.URLDecoder;;decode;;2
java.net.URLEncoder;;encode;;2
