class name;;number of detected pattern
java.util.logging.MemoryHandler;;2
java.util.concurrent.ForkJoinTask;;7
java.util.zip.Inflater;;3
java.util.regex.PatternSyntaxException;;0
java.util.Random;;3
java.util.EnumMap;;23
java.util.prefs.NodeChangeEvent;;0
java.util.zip.ZipFile;;14
java.util.zip.DeflaterInputStream;;3
java.util.concurrent.ConcurrentLinkedQueue;;8
java.util.concurrent.ConcurrentLinkedDeque;;18
java.util.logging.Level;;3
java.util.zip.ZipConstants64;;0
java.util.jar.Manifest;;4
java.util.IdentityHashMap;;12
java.util.zip.CRC32;;1
java.util.prefs.WindowsPreferencesFactory;;0
