class name;;number of detected pattern
java.math.MathContext;;0
java.math.BitSieve;;0
java.math.BigInteger;;1
java.math.MutableBigInteger;;0
java.math.BigDecimal;;1
java.math.RoundingMode;;0
java.math.SignedMutableBigInteger;;0
