class name;;Method name;;number of detected pattern;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
java.lang.String;;<init>;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$r2 = r1.<java.lang.String: char[] value>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.lang.String: int hash>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.lang.String;;<init>;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;ArrayRef for param;;i5 = r1[i4];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;i7 = r1[i11];;pattern detected param  r1 must not be null  because used in  ArrayRef 
java.lang.String;;<init>;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;ArrayRef for param;;$b6 = r1[$i5];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$b13 = r1[$i12];;pattern detected param  r1 must not be null  because used in  ArrayRef 
java.lang.String;;<init>;;1
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r2 must not be null  otherwise an exception is thrown 
java.lang.String;;<init>;;1
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r2 must not be null  otherwise an exception is thrown 
java.lang.String;;<init>;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$r5 = virtualinvoke r1.<java.lang.StringBuffer: char[] getValue()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i0 = virtualinvoke r1.<java.lang.StringBuffer: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.lang.String;;<init>;;1
*;; * ;; * ;;r1;;2
