class name;;Method name;;number of detected pattern
java.io.Win32FileSystem;;slashify;;1
java.io.Win32FileSystem;;normalizePrefix;;2
java.io.Win32FileSystem;;normalize;;1
java.io.Win32FileSystem;;normalize;;1
java.io.Win32FileSystem;;prefixLength;;1
java.io.Win32FileSystem;;resolve;;2
java.io.Win32FileSystem;;fromURIPath;;1
java.io.Win32FileSystem;;isAbsolute;;1
java.io.Win32FileSystem;;getDrive;;1
java.io.Win32FileSystem;;resolve;;1
java.io.Win32FileSystem;;canonicalize;;1
java.io.Win32FileSystem;;getSpace;;1
java.io.Win32FileSystem;;compare;;2
java.io.Win32FileSystem;;hashCode;;1
java.io.WinNTFileSystem;;getSpace;;1
